"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ERCO,"7/1/2019 12 a.m. CDT",44462,44049,44461,-1
ERCO,"7/1/2019 1 a.m. CDT",41363,40441,41236,-128
ERCO,"7/1/2019 2 a.m. CDT",39134,38421,38963,-172
ERCO,"7/1/2019 3 a.m. CDT",37661,36717,37473,-189
ERCO,"7/1/2019 4 a.m. CDT",36788,35997,36616,-173
ERCO,"7/1/2019 5 a.m. CDT",36917,35969,36699,-219
ERCO,"7/1/2019 6 a.m. CDT",38165,37319,37940,-225
ERCO,"7/1/2019 7 a.m. CDT",39748,39172,39967,219
ERCO,"7/1/2019 8 a.m. CDT",41194,40454,41442,248
ERCO,"7/1/2019 9 a.m. CDT",43812,42494,44190,378
ERCO,"7/1/2019 10 a.m. CDT",47154,45157,47631,476
ERCO,"7/1/2019 11 a.m. CDT",50916,48404,51210,293
ERCO,"7/1/2019 12 p.m. CDT",54526,51329,54866,339
ERCO,"7/1/2019 1 p.m. CDT",57487,54237,57615,127
ERCO,"7/1/2019 2 p.m. CDT",59950,56985,59485,-466
ERCO,"7/1/2019 3 p.m. CDT",61785,58705,61185,-602
ERCO,"7/1/2019 4 p.m. CDT",63060,59651,62250,-811
ERCO,"7/1/2019 5 p.m. CDT",63759,60326,63071,-688
ERCO,"7/1/2019 6 p.m. CDT",63198,59800,62999,-199
ERCO,"7/1/2019 7 p.m. CDT",61440,58450,61450,10
ERCO,"7/1/2019 8 p.m. CDT",58850,56012,58877,26
ERCO,"7/1/2019 9 p.m. CDT",56651,54124,56678,26
ERCO,"7/1/2019 10 p.m. CDT",55128,52736,55148,19
ERCO,"7/1/2019 11 p.m. CDT",51625,49193,51228,-398
ERCO,"7/2/2019 12 a.m. CDT",47805,45544,47422,-383
ERCO,"7/2/2019 1 a.m. CDT",44443,43058,44712,269
ERCO,"7/2/2019 2 a.m. CDT",41998,40577,42282,284
ERCO,"7/2/2019 3 a.m. CDT",40434,38941,40717,282
ERCO,"7/2/2019 4 a.m. CDT",39550,37954,39871,321
ERCO,"7/2/2019 5 a.m. CDT",39471,37774,39783,311
ERCO,"7/2/2019 6 a.m. CDT",40588,38861,40900,311
ERCO,"7/2/2019 7 a.m. CDT",41974,40647,42295,321
ERCO,"7/2/2019 8 a.m. CDT",43149,41985,43468,318
ERCO,"7/2/2019 9 a.m. CDT",45685,43931,45995,310
ERCO,"7/2/2019 10 a.m. CDT",48896,46700,49313,417
ERCO,"7/2/2019 11 a.m. CDT",52524,50034,52940,415
ERCO,"7/2/2019 12 p.m. CDT",55872,53075,55967,94
ERCO,"7/2/2019 1 p.m. CDT",58223,55782,58236,13
ERCO,"7/2/2019 2 p.m. CDT",60057,58578,59534,-524
ERCO,"7/2/2019 3 p.m. CDT",61257,60114,60673,-584
