"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ERCO,"11/1/2017 12 a.m. CDT",32870,32422,33220,348
ERCO,"11/1/2017 1 a.m. CDT",31015,30669,31166,151
ERCO,"11/1/2017 2 a.m. CDT",30053,29161,30369,316
ERCO,"11/1/2017 3 a.m. CDT",29525,29176,29866,341
ERCO,"11/1/2017 4 a.m. CDT",29460,28970,29661,200
ERCO,"11/1/2017 5 a.m. CDT",30006,29237,30208,203
ERCO,"11/1/2017 6 a.m. CDT",31991,30910,32203,212
ERCO,"11/1/2017 7 a.m. CDT",35366,34397,35647,280
ERCO,"11/1/2017 8 a.m. CDT",36999,35797,37336,331
ERCO,"11/1/2017 9 a.m. CDT",36788,35488,37208,419
ERCO,"11/1/2017 10 a.m. CDT",37065,36199,37671,605
ERCO,"11/1/2017 11 a.m. CDT",37455,36863,38078,622
ERCO,"11/1/2017 12 p.m. CDT",37773,37382,38442,668
ERCO,"11/1/2017 1 p.m. CDT",38252,37728,39040,786
ERCO,"11/1/2017 2 p.m. CDT",39011,38611,39776,759
ERCO,"11/1/2017 3 p.m. CDT",39754,39388,40521,766
ERCO,"11/1/2017 4 p.m. CDT",40584,39681,41316,754
ERCO,"11/1/2017 5 p.m. CDT",41410,40836,41950,539
ERCO,"11/1/2017 6 p.m. CDT",41536,41200,42103,566
ERCO,"11/1/2017 7 p.m. CDT",41381,40731,41974,592
ERCO,"11/1/2017 8 p.m. CDT",42207,41624,42927,718
ERCO,"11/1/2017 9 p.m. CDT",41453,41075,41865,411
ERCO,"11/1/2017 10 p.m. CDT",39791,39450,40363,571
ERCO,"11/1/2017 11 p.m. CDT",37297,37040,37776,478
ERCO,"11/2/2017 12 a.m. CDT",34789,34297,35215,425
ERCO,"11/2/2017 1 a.m. CDT",32764,32636,33033,268
ERCO,"11/2/2017 2 a.m. CDT",31495,31231,31874,379
ERCO,"11/2/2017 3 a.m. CDT",30723,30375,31454,730
ERCO,"11/2/2017 4 a.m. CDT",30371,29919,31123,751
ERCO,"11/2/2017 5 a.m. CDT",30779,30272,31665,884
ERCO,"11/2/2017 6 a.m. CDT",32613,31952,32950,335
ERCO,"11/2/2017 7 a.m. CDT",36136,35541,36555,419
ERCO,"11/2/2017 8 a.m. CDT",37971,36833,38412,439
ERCO,"11/2/2017 9 a.m. CDT",37998,37047,38495,496
ERCO,"11/2/2017 10 a.m. CDT",39206,38879,39841,634
ERCO,"11/2/2017 11 a.m. CDT",40897,40459,41363,466
ERCO,"11/2/2017 12 p.m. CDT",42318,42269,42772,452
ERCO,"11/2/2017 1 p.m. CDT",43908,44364,44273,364
ERCO,"11/2/2017 2 p.m. CDT",45762,45619,46076,313
ERCO,"11/2/2017 3 p.m. CDT",47294,47304,47645,348
ERCO,"11/2/2017 4 p.m. CDT",48482,47974,48767,281
ERCO,"11/2/2017 5 p.m. CDT",49346,48496,49548,200
ERCO,"11/2/2017 6 p.m. CDT",48875,48218,49071,194
ERCO,"11/2/2017 7 p.m. CDT",47727,46989,47947,219
ERCO,"11/2/2017 8 p.m. CDT",47663,46574,47903,238
ERCO,"11/2/2017 9 p.m. CDT",46465,45353,46758,292
ERCO,"11/2/2017 10 p.m. CDT",44388,43680,44786,397
ERCO,"11/2/2017 11 p.m. CDT",41482,40951,41854,372
ERCO,"11/3/2017 12 a.m. CDT",38185,37728,38591,405
ERCO,"11/3/2017 1 a.m. CDT",35535,34263,36002,465
ERCO,"11/3/2017 2 a.m. CDT",33906,32653,34414,506
ERCO,"11/3/2017 3 a.m. CDT",32802,30834,33174,371
ERCO,"11/3/2017 4 a.m. CDT",32248,30867,32520,271
ERCO,"11/3/2017 5 a.m. CDT",32425,30835,32596,170
ERCO,"11/3/2017 6 a.m. CDT",34125,32165,34266,140
ERCO,"11/3/2017 7 a.m. CDT",37231,34863,37371,138
ERCO,"11/3/2017 8 a.m. CDT",38859,37077,38829,-30
ERCO,"11/3/2017 9 a.m. CDT",38791,37354,38989,197
ERCO,"11/3/2017 10 a.m. CDT",39632,38817,40075,442
ERCO,"11/3/2017 11 a.m. CDT",40752,40197,41069,316
