"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ERCO,"4/1/2016 12 a.m. CDT",32693,31503,32683,-11
ERCO,"4/1/2016 1 a.m. CDT",29777,29098,29767,-11
ERCO,"4/1/2016 2 a.m. CDT",28082,27765,28074,-9
ERCO,"4/1/2016 3 a.m. CDT",27035,26455,27027,-9
ERCO,"4/1/2016 4 a.m. CDT",26596,25608,26588,-9
ERCO,"4/1/2016 5 a.m. CDT",26867,25831,26859,-9
ERCO,"4/1/2016 6 a.m. CDT",28476,28288,28470,-7
ERCO,"4/1/2016 7 a.m. CDT",31841,31430,32016,174
ERCO,"4/1/2016 8 a.m. CDT",33347,33268,33286,-61
ERCO,"4/1/2016 9 a.m. CDT",33287,33246,33221,-67
ERCO,"4/1/2016 10 a.m. CDT",33839,33809,33920,80
ERCO,"4/1/2016 11 a.m. CDT",34491,34498,34672,180
ERCO,"4/1/2016 12 p.m. CDT",34798,34751,34884,86
ERCO,"4/1/2016 1 p.m. CDT",34682,35196,34765,82
ERCO,"4/1/2016 2 p.m. CDT",34529,35333,34614,85
ERCO,"4/1/2016 3 p.m. CDT",34168,35464,34253,85
ERCO,"4/1/2016 4 p.m. CDT",33909,35595,33994,84
ERCO,"4/1/2016 5 p.m. CDT",33576,35770,33661,85
ERCO,"4/1/2016 6 p.m. CDT",33230,35413,33315,84
ERCO,"4/1/2016 7 p.m. CDT",32721,35444,32680,-41
ERCO,"4/1/2016 8 p.m. CDT",32911,34801,32844,-67
ERCO,"4/1/2016 9 p.m. CDT",34048,35826,34201,152
ERCO,"4/1/2016 10 p.m. CDT",33464,34573,33484,19
ERCO,"4/1/2016 11 p.m. CDT",32053,32011,32040,-13
ERCO,"4/2/2016 12 a.m. CDT",30114,29687,30102,-13
ERCO,"4/2/2016 1 a.m. CDT",28556,28164,28543,-13
ERCO,"4/2/2016 2 a.m. CDT",27596,28074,27583,-13
ERCO,"4/2/2016 3 a.m. CDT",27104,27297,27092,-13
ERCO,"4/2/2016 4 a.m. CDT",26945,27205,26933,-13
ERCO,"4/2/2016 5 a.m. CDT",27226,27287,27214,-13
ERCO,"4/2/2016 6 a.m. CDT",28001,28163,27989,-12
ERCO,"4/2/2016 7 a.m. CDT",29756,30017,29837,80
ERCO,"4/2/2016 8 a.m. CDT",31197,31896,31276,78
ERCO,"4/2/2016 9 a.m. CDT",32180,32130,32227,47
ERCO,"4/2/2016 10 a.m. CDT",32586,32897,32668,81
ERCO,"4/2/2016 11 a.m. CDT",32472,32907,32663,190
ERCO,"4/2/2016 12 p.m. CDT",31976,33154,31985,9
ERCO,"4/2/2016 1 p.m. CDT",31430,33504,31414,-16
ERCO,"4/2/2016 2 p.m. CDT",30963,32796,30947,-16
ERCO,"4/2/2016 3 p.m. CDT",30685,33303,30670,-16
ERCO,"4/2/2016 4 p.m. CDT",30722,33876,30707,-15
ERCO,"4/2/2016 5 p.m. CDT",30973,34275,30911,-62
ERCO,"4/2/2016 6 p.m. CDT",31166,34108,31068,-98
ERCO,"4/2/2016 7 p.m. CDT",31135,33582,31119,-17
ERCO,"4/2/2016 8 p.m. CDT",31294,33208,31278,-17
ERCO,"4/2/2016 9 p.m. CDT",32457,34867,32292,-165
ERCO,"4/2/2016 10 p.m. CDT",31851,34583,31784,-68
ERCO,"4/2/2016 11 p.m. CDT",30384,32454,30374,-11
ERCO,"4/3/2016 12 a.m. CDT",28646,29914,28616,-31
ERCO,"4/3/2016 1 a.m. CDT",27134,27276,26966,-169
ERCO,"4/3/2016 2 a.m. CDT",26225,26206,25852,-374
ERCO,"4/3/2016 3 a.m. CDT",25802,25563,25394,-408
ERCO,"4/3/2016 4 a.m. CDT",25689,25263,25236,-453
ERCO,"4/3/2016 5 a.m. CDT",25843,25329,25293,-551
ERCO,"4/3/2016 6 a.m. CDT",26461,25902,26135,-326
ERCO,"4/3/2016 7 a.m. CDT",27704,27308,27677,-27
ERCO,"4/3/2016 8 a.m. CDT",28737,28918,28717,-21
ERCO,"4/3/2016 9 a.m. CDT",29883,30286,29909,26
ERCO,"4/3/2016 10 a.m. CDT",30487,31128,30513,26
ERCO,"4/3/2016 11 a.m. CDT",30610,31189,30590,-20
ERCO,"4/3/2016 12 p.m. CDT",30736,30959,30718,-19
ERCO,"4/3/2016 1 p.m. CDT",30965,30865,30994,29
ERCO,"4/3/2016 2 p.m. CDT",31288,30777,31319,32
ERCO,"4/3/2016 3 p.m. CDT",31703,30827,31687,-16
ERCO,"4/3/2016 4 p.m. CDT",32360,31157,32344,-17
ERCO,"4/3/2016 5 p.m. CDT",33189,31793,33172,-17
ERCO,"4/3/2016 6 p.m. CDT",33926,32438,33910,-17
ERCO,"4/3/2016 7 p.m. CDT",34107,32919,34089,-19
ERCO,"4/3/2016 8 p.m. CDT",34030,33435,33992,-39
ERCO,"4/3/2016 9 p.m. CDT",35212,34600,34988,-225
ERCO,"4/3/2016 10 p.m. CDT",34270,33770,33988,-282
ERCO,"4/3/2016 11 p.m. CDT",31962,31585,31905,-56
ERCO,"4/4/2016 12 a.m. CDT",28981,28910,28994,13
ERCO,"4/4/2016 1 a.m. CDT",26952,27676,26886,-66
ERCO,"4/4/2016 2 a.m. CDT",25784,26556,25888,104
ERCO,"4/4/2016 3 a.m. CDT",25225,25930,25621,395
ERCO,"4/4/2016 4 a.m. CDT",25162,25693,25644,481
ERCO,"4/4/2016 5 a.m. CDT",25799,26330,26110,310
ERCO,"4/4/2016 6 a.m. CDT",27843,28176,27964,120
ERCO,"4/4/2016 7 a.m. CDT",31639,32112,31684,44
ERCO,"4/4/2016 8 a.m. CDT",33020,33312,33030,10
ERCO,"4/4/2016 9 a.m. CDT",32942,32857,32949,6
ERCO,"4/4/2016 10 a.m. CDT",33310,33545,33316,6
ERCO,"4/4/2016 11 a.m. CDT",33902,34448,33909,6
ERCO,"4/4/2016 12 p.m. CDT",34537,35151,34544,6
ERCO,"4/4/2016 1 p.m. CDT",35192,35685,35199,6
ERCO,"4/4/2016 2 p.m. CDT",36157,36412,36161,4
ERCO,"4/4/2016 3 p.m. CDT",37328,37102,37191,-138
ERCO,"4/4/2016 4 p.m. CDT",38518,38095,38423,-96
ERCO,"4/4/2016 5 p.m. CDT",39756,38383,39615,-141
ERCO,"4/4/2016 6 p.m. CDT",40423,38237,40295,-129
ERCO,"4/4/2016 7 p.m. CDT",40306,37949,40204,-102
ERCO,"4/4/2016 8 p.m. CDT",39385,37809,39315,-70
ERCO,"4/4/2016 9 p.m. CDT",39746,37618,39677,-68
ERCO,"4/4/2016 10 p.m. CDT",37921,35474,37926,4
ERCO,"4/4/2016 11 p.m. CDT",34535,32248,34541,6
ERCO,"4/5/2016 12 a.m. CDT",30939,29146,30946,6
ERCO,"4/5/2016 1 a.m. CDT",28385,27639,28448,63
ERCO,"4/5/2016 2 a.m. CDT",26881,25779,26972,91
ERCO,"4/5/2016 3 a.m. CDT",25946,25174,26069,122
ERCO,"4/5/2016 4 a.m. CDT",25621,25150,25739,118
ERCO,"4/5/2016 5 a.m. CDT",26225,25240,26307,81
