"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
BANC,"6/1/2019 12 a.m. PDT",1837,1849,1998,155
BANC,"6/1/2019 1 a.m. PDT",1725,1784,1889,155
BANC,"6/1/2019 2 a.m. PDT",1601,1655,1691,83
BANC,"6/1/2019 3 a.m. PDT",1511,1571,1640,123
BANC,"6/1/2019 4 a.m. PDT",1459,1523,1644,181
BANC,"6/1/2019 5 a.m. PDT",1444,1508,1646,194
BANC,"6/1/2019 6 a.m. PDT",1442,1501,1751,307
BANC,"6/1/2019 7 a.m. PDT",1461,1510,1887,430
BANC,"6/1/2019 8 a.m. PDT",1525,1559,1814,287
BANC,"6/1/2019 9 a.m. PDT",1633,1678,1600,-33
BANC,"6/1/2019 10 a.m. PDT",1755,1784,1683,-70
BANC,"6/1/2019 11 a.m. PDT",1881,1891,1972,94
BANC,"6/1/2019 12 p.m. PDT",2031,1998,1900,-125
BANC,"6/1/2019 1 p.m. PDT",2216,2115,2029,-186
BANC,"6/1/2019 2 p.m. PDT",2376,2247,2112,-266
BANC,"6/1/2019 3 p.m. PDT",2515,2395,2098,-416
BANC,"6/1/2019 4 p.m. PDT",2669,2550,2173,-500
BANC,"6/1/2019 5 p.m. PDT",2786,2676,2183,-604
BANC,"6/1/2019 6 p.m. PDT",2849,2741,2195,-655
BANC,"6/1/2019 7 p.m. PDT",2842,2728,2167,-681
BANC,"6/1/2019 8 p.m. PDT",2743,2607,2266,-475
BANC,"6/1/2019 9 p.m. PDT",2621,2470,2239,-387
BANC,"6/1/2019 10 p.m. PDT",2498,2374,2272,-230
BANC,"6/1/2019 11 p.m. PDT",2246,2154,2109,-142
BANC,"6/2/2019 12 a.m. PDT",1986,1937,1913,-78
BANC,"6/2/2019 1 a.m. PDT",1794,1792,1907,107
BANC,"6/2/2019 2 a.m. PDT",1667,1653,1663,-9
BANC,"6/2/2019 3 a.m. PDT",1565,1575,1577,7
BANC,"6/2/2019 4 a.m. PDT",1504,1520,1581,70
BANC,"6/2/2019 5 a.m. PDT",1478,1496,1528,48
