"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
BANC,"12/1/2021 12 a.m. PST",1701,1610,939,-762
BANC,"12/1/2021 1 a.m. PST",1624,1589,1000,-624
BANC,"12/1/2021 2 a.m. PST",1576,1533,968,-608
BANC,"12/1/2021 3 a.m. PST",1540,1513,947,-593
BANC,"12/1/2021 4 a.m. PST",1555,1520,958,-597
BANC,"12/1/2021 5 a.m. PST",1601,1574,990,-611
BANC,"12/1/2021 6 a.m. PST",1735,1704,1092,-643
BANC,"12/1/2021 7 a.m. PST",1922,1880,1138,-784
BANC,"12/1/2021 8 a.m. PST",2017,1971,1016,-1001
BANC,"12/1/2021 9 a.m. PST",1982,1970,1074,-908
BANC,"12/1/2021 10 a.m. PST",1929,1947,1154,-775
BANC,"12/1/2021 11 a.m. PST",1894,1913,1204,-690
BANC,"12/1/2021 12 p.m. PST",1871,1873,1192,-679
BANC,"12/1/2021 1 p.m. PST",1873,1846,1185,-688
BANC,"12/1/2021 2 p.m. PST",1862,1832,1184,-678
BANC,"12/1/2021 3 p.m. PST",1883,1851,1173,-710
BANC,"12/1/2021 4 p.m. PST",1939,1873,1178,-761
BANC,"12/1/2021 5 p.m. PST",2015,1990,1164,-851
BANC,"12/1/2021 6 p.m. PST",2146,2146,1223,-923
BANC,"12/1/2021 7 p.m. PST",2130,2122,1244,-886
BANC,"12/1/2021 8 p.m. PST",2083,2080,1290,-793
BANC,"12/1/2021 9 p.m. PST",2042,2030,1244,-798
BANC,"12/1/2021 10 p.m. PST",1948,1937,1188,-760
BANC,"12/1/2021 11 p.m. PST",1811,1804,1129,-682
BANC,"12/2/2021 12 a.m. PST",1693,1681,1046,-647
BANC,"12/2/2021 1 a.m. PST",1614,1594,979,-635
BANC,"12/2/2021 2 a.m. PST",1563,1547,1006,-557
BANC,"12/2/2021 3 a.m. PST",1538,1527,990,-548
