"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
BANC,"5/1/2021 12 a.m. PDT",1660,1667,985,-686
BANC,"5/1/2021 1 a.m. PDT",1558,1512,878,-683
BANC,"5/1/2021 2 a.m. PDT",1470,1433,810,-671
BANC,"5/1/2021 3 a.m. PDT",1422,1385,799,-622
BANC,"5/1/2021 4 a.m. PDT",1391,1352,701,-701
BANC,"5/1/2021 5 a.m. PDT",1387,1337,697,-696
BANC,"5/1/2021 6 a.m. PDT",1415,1345,666,-746
BANC,"5/1/2021 7 a.m. PDT",1412,1337,682,-740
BANC,"5/1/2021 8 a.m. PDT",1458,1389,784,-680
BANC,"5/1/2021 9 a.m. PDT",1522,1469,799,-724
BANC,"5/1/2021 10 a.m. PDT",1557,1533,897,-661
BANC,"5/1/2021 11 a.m. PDT",1579,1581,931,-654
BANC,"5/1/2021 12 p.m. PDT",1609,1619,972,-639
BANC,"5/1/2021 1 p.m. PDT",1653,1652,980,-680
BANC,"5/1/2021 2 p.m. PDT",1704,1700,976,-731
BANC,"5/1/2021 3 p.m. PDT",1788,1775,986,-805
BANC,"5/1/2021 4 p.m. PDT",1884,1874,972,-912
BANC,"5/1/2021 5 p.m. PDT",1998,1980,985,-1017
BANC,"5/1/2021 6 p.m. PDT",2049,2038,960,-1096
BANC,"5/1/2021 7 p.m. PDT",2051,2020,1052,-1004
BANC,"5/1/2021 8 p.m. PDT",1971,1985,1223,-754
BANC,"5/1/2021 9 p.m. PDT",1938,1986,1120,-825
BANC,"5/1/2021 10 p.m. PDT",1857,1902,1011,-856
BANC,"5/1/2021 11 p.m. PDT",1753,1744,750,-1012
BANC,"5/2/2021 12 a.m. PDT",1625,1604,708,-931
BANC,"5/2/2021 1 a.m. PDT",1520,1469,700,-825
BANC,"5/2/2021 2 a.m. PDT",1454,1402,697,-762
BANC,"5/2/2021 3 a.m. PDT",1396,1353,670,-730
BANC,"5/2/2021 4 a.m. PDT",1372,1320,666,-711
BANC,"5/2/2021 5 a.m. PDT",1371,1312,682,-692
BANC,"5/2/2021 6 a.m. PDT",1384,1303,669,-718
BANC,"5/2/2021 7 a.m. PDT",1372,1278,648,-734
BANC,"5/2/2021 8 a.m. PDT",1390,1314,747,-646
BANC,"5/2/2021 9 a.m. PDT",1453,1401,848,-608
BANC,"5/2/2021 10 a.m. PDT",1496,1478,925,-572
BANC,"5/2/2021 11 a.m. PDT",1537,1534,979,-564
BANC,"5/2/2021 12 p.m. PDT",1575,1590,1021,-556
BANC,"5/2/2021 1 p.m. PDT",1617,1636,1007,-613
BANC,"5/2/2021 2 p.m. PDT",1660,1683,1011,-645
BANC,"5/2/2021 3 p.m. PDT",1726,1748,1022,-706
BANC,"5/2/2021 4 p.m. PDT",1799,1822,1006,-799
BANC,"5/2/2021 5 p.m. PDT",1904,1921,1040,-868
BANC,"5/2/2021 6 p.m. PDT",2015,1977,1175,-845
BANC,"5/2/2021 7 p.m. PDT",2064,2003,1356,-713
BANC,"5/2/2021 8 p.m. PDT",2049,1984,1326,-731
BANC,"5/2/2021 9 p.m. PDT",2063,2006,1156,-917
BANC,"5/2/2021 10 p.m. PDT",1975,1927,936,-1052
BANC,"5/2/2021 11 p.m. PDT",1809,1771,888,-935
BANC,"5/3/2021 12 a.m. PDT",1644,1615,782,-875
BANC,"5/3/2021 1 a.m. PDT",1535,1511,781,-759
BANC,"5/3/2021 2 a.m. PDT",1463,1435,780,-685
BANC,"5/3/2021 3 a.m. PDT",1410,1395,813,-605
BANC,"5/3/2021 4 a.m. PDT",1401,1378,765,-641
BANC,"5/3/2021 5 a.m. PDT",1426,1406,889,-545
BANC,"5/3/2021 6 a.m. PDT",1504,1484,885,-624
BANC,"5/3/2021 7 a.m. PDT",1577,1569,884,-704
BANC,"5/3/2021 8 a.m. PDT",1666,1653,838,-836
BANC,"5/3/2021 9 a.m. PDT",1731,1721,849,-882
BANC,"5/3/2021 10 a.m. PDT",1775,1796,932,-848
BANC,"5/3/2021 11 a.m. PDT",1819,1857,993,-826
BANC,"5/3/2021 12 p.m. PDT",1876,1939,1039,-844
BANC,"5/3/2021 1 p.m. PDT",1941,2022,1029,-914
BANC,"5/3/2021 2 p.m. PDT",2007,2124,1033,-981
BANC,"5/3/2021 3 p.m. PDT",2097,2217,1032,-1075
BANC,"5/3/2021 4 p.m. PDT",2100,2334,1018,-1084
BANC,"5/3/2021 5 p.m. PDT",2201,2449,1035,-1214
