"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
BANC,"2/1/2021 12 a.m. PST",1579,1573,736,-853
BANC,"2/1/2021 1 a.m. PST",1505,1497,756,-747
BANC,"2/1/2021 2 a.m. PST",1451,1453,737,-719
BANC,"2/1/2021 3 a.m. PST",1443,1438,782,-661
BANC,"2/1/2021 4 a.m. PST",1439,1441,728,-716
BANC,"2/1/2021 5 a.m. PST",1511,1491,746,-766
BANC,"2/1/2021 6 a.m. PST",1624,1607,759,-860
BANC,"2/1/2021 7 a.m. PST",1802,1791,1007,-781
BANC,"2/1/2021 8 a.m. PST",1922,1906,1087,-823
BANC,"2/1/2021 9 a.m. PST",1959,1911,1273,-678
BANC,"2/1/2021 10 a.m. PST",1905,1910,1146,-766
BANC,"2/1/2021 11 a.m. PST",1889,1896,1033,-854
BANC,"2/1/2021 12 p.m. PST",1855,1882,1027,-833
BANC,"2/1/2021 1 p.m. PST",1828,1870,1057,-771
BANC,"2/1/2021 2 p.m. PST",1800,1846,1064,-732
BANC,"2/1/2021 3 p.m. PST",1768,1833,1201,-567
BANC,"2/1/2021 4 p.m. PST",1770,1835,1080,-683
BANC,"2/1/2021 5 p.m. PST",1850,1882,1007,-842
BANC,"2/1/2021 6 p.m. PST",1994,2000,1227,-758
BANC,"2/1/2021 7 p.m. PST",2044,2040,1356,-680
BANC,"2/1/2021 8 p.m. PST",1993,2003,1261,-724
BANC,"2/1/2021 9 p.m. PST",1943,1951,1206,-732
BANC,"2/1/2021 10 p.m. PST",1839,1851,1221,-613
BANC,"2/1/2021 11 p.m. PST",1713,1722,918,-791
BANC,"2/2/2021 12 a.m. PST",1601,1602,756,-838
BANC,"2/2/2021 1 a.m. PST",1534,1504,764,-771
BANC,"2/2/2021 2 a.m. PST",1483,1458,748,-733
BANC,"2/2/2021 3 a.m. PST",1458,1438,730,-728
BANC,"2/2/2021 4 a.m. PST",1459,1435,709,-753
BANC,"2/2/2021 5 a.m. PST",1495,1487,741,-755
BANC,"2/2/2021 6 a.m. PST",1597,1595,729,-857
BANC,"2/2/2021 7 a.m. PST",1772,1776,1047,-715
BANC,"2/2/2021 8 a.m. PST",1911,1889,1034,-868
BANC,"2/2/2021 9 a.m. PST",1968,1918,923,-1030
BANC,"2/2/2021 10 a.m. PST",1994,1920,903,-1077
BANC,"2/2/2021 11 a.m. PST",2008,1912,920,-1067
BANC,"2/2/2021 12 p.m. PST",1985,1902,926,-1044
BANC,"2/2/2021 1 p.m. PST",1961,1897,951,-1010
BANC,"2/2/2021 2 p.m. PST",1916,1878,975,-943
BANC,"2/2/2021 3 p.m. PST",1856,1866,986,-870
BANC,"2/2/2021 4 p.m. PST",1837,1861,1037,-797
BANC,"2/2/2021 5 p.m. PST",1889,1902,1052,-829
BANC,"2/2/2021 6 p.m. PST",2021,2006,1482,-529
BANC,"2/2/2021 7 p.m. PST",2076,2055,1400,-671
BANC,"2/2/2021 8 p.m. PST",2044,2025,1211,-823
BANC,"2/2/2021 9 p.m. PST",1980,1984,1157,-829
BANC,"2/2/2021 10 p.m. PST",1890,1886,998,-896
BANC,"2/2/2021 11 p.m. PST",1762,1760,992,-774
BANC,"2/3/2021 12 a.m. PST",1659,1639,789,-879
BANC,"2/3/2021 1 a.m. PST",1596,1575,806,-793
BANC,"2/3/2021 2 a.m. PST",1561,1537,831,-734
BANC,"2/3/2021 3 a.m. PST",1548,1528,822,-723
BANC,"2/3/2021 4 a.m. PST",1552,1536,759,-783
BANC,"2/3/2021 5 a.m. PST",1613,1595,804,-796
BANC,"2/3/2021 6 a.m. PST",1737,1718,940,-790
BANC,"2/3/2021 7 a.m. PST",1934,1907,1554,-368
BANC,"2/3/2021 8 a.m. PST",2053,2006,1475,-568
BANC,"2/3/2021 9 a.m. PST",2046,2006,1145,-902
BANC,"2/3/2021 10 a.m. PST",2078,1980,1069,-1008
BANC,"2/3/2021 11 a.m. PST",2076,1944,951,-1123
BANC,"2/3/2021 12 p.m. PST",1979,1910,955,-1019
BANC,"2/3/2021 1 p.m. PST",1870,1881,1048,-823
BANC,"2/3/2021 2 p.m. PST",1811,1849,1022,-782
BANC,"2/3/2021 3 p.m. PST",1791,1829,990,-795
BANC,"2/3/2021 4 p.m. PST",1825,1837,1186,-643
BANC,"2/3/2021 5 p.m. PST",2168,1894,1347,-823
BANC,"2/3/2021 6 p.m. PST",2064,2032,1323,-733
BANC,"2/3/2021 7 p.m. PST",2126,2091,1644,-475
BANC,"2/3/2021 8 p.m. PST",2082,2066,1435,-636
BANC,"2/3/2021 9 p.m. PST",2040,2029,982,-1049
BANC,"2/3/2021 10 p.m. PST",1953,1935,1038,-907
BANC,"2/3/2021 11 p.m. PST",1823,1807,958,-864
BANC,"2/4/2021 12 a.m. PST",1690,1684,1083,-610
BANC,"2/4/2021 1 a.m. PST",1640,1586,1035,-608
BANC,"2/4/2021 2 a.m. PST",1602,1547,784,-818
BANC,"2/4/2021 3 a.m. PST",1586,1535,822,-765
BANC,"2/4/2021 4 a.m. PST",1601,1542,779,-822
BANC,"2/4/2021 5 a.m. PST",1667,1604,847,-824
BANC,"2/4/2021 6 a.m. PST",1806,1735,975,-821
BANC,"2/4/2021 7 a.m. PST",2010,1920,1205,-795
BANC,"2/4/2021 8 a.m. PST",2112,2022,1139,-968
BANC,"2/4/2021 9 a.m. PST",2091,2013,975,-1111
BANC,"2/4/2021 10 a.m. PST",2015,1975,1063,-943
BANC,"2/4/2021 11 a.m. PST",1935,1925,1072,-859
BANC,"2/4/2021 12 p.m. PST",1878,1885,1090,-789
BANC,"2/4/2021 1 p.m. PST",1826,1849,1061,-765
BANC,"2/4/2021 2 p.m. PST",1772,1821,990,-782
BANC,"2/4/2021 3 p.m. PST",1764,1805,1075,-682
BANC,"2/4/2021 4 p.m. PST",1769,1814,1075,-690
BANC,"2/4/2021 5 p.m. PST",1857,1865,1214,-643
BANC,"2/4/2021 6 p.m. PST",1999,2007,1595,-397
BANC,"2/4/2021 7 p.m. PST",2088,2081,1548,-539
BANC,"2/4/2021 8 p.m. PST",2079,2063,1372,-701
BANC,"2/4/2021 9 p.m. PST",2032,2029,1258,-770
BANC,"2/4/2021 10 p.m. PST",1948,1942,1265,-690
BANC,"2/4/2021 11 p.m. PST",1824,1818,1061,-774
BANC,"2/5/2021 12 a.m. PST",1714,1702,912,-814
BANC,"2/5/2021 1 a.m. PST",1644,1599,855,-796
BANC,"2/5/2021 2 a.m. PST",1608,1566,690,-916
BANC,"2/5/2021 3 a.m. PST",1589,1556,713,-872
BANC,"2/5/2021 4 a.m. PST",1608,1566,710,-900
BANC,"2/5/2021 5 a.m. PST",1671,1637,824,-849
BANC,"2/5/2021 6 a.m. PST",1809,1778,936,-867
BANC,"2/5/2021 7 a.m. PST",1997,1965,1165,-820
BANC,"2/5/2021 8 a.m. PST",2107,2063,1055,-1041
BANC,"2/5/2021 9 a.m. PST",2084,2048,914,-1159
BANC,"2/5/2021 10 a.m. PST",2007,1978,1068,-921
BANC,"2/5/2021 11 a.m. PST",1907,1902,1044,-868
BANC,"2/5/2021 12 p.m. PST",1852,1846,1069,-783
BANC,"2/5/2021 1 p.m. PST",1796,1795,1101,-691
BANC,"2/5/2021 2 p.m. PST",1747,1754,1074,-667
BANC,"2/5/2021 3 p.m. PST",1727,1734,1068,-657
BANC,"2/5/2021 4 p.m. PST",2612,1742,1944,-669
BANC,"2/5/2021 5 p.m. PST",1805,1796,1180,-627
BANC,"2/5/2021 6 p.m. PST",1931,1918,1233,-687
BANC,"2/5/2021 7 p.m. PST",1996,1998,1285,-704
BANC,"2/5/2021 8 p.m. PST",1980,1968,1199,-776
BANC,"2/5/2021 9 p.m. PST",1940,1933,1268,-668
BANC,"2/5/2021 10 p.m. PST",1878,1863,1304,-568
BANC,"2/5/2021 11 p.m. PST",1780,1770,1246,-536
BANC,"2/6/2021 12 a.m. PST",1698,1671,1139,-560
BANC,"2/6/2021 1 a.m. PST",1628,1589,929,-704
BANC,"2/6/2021 2 a.m. PST",1582,1542,899,-684
BANC,"2/6/2021 3 a.m. PST",1557,1523,842,-716
BANC,"2/6/2021 4 a.m. PST",1555,1521,844,-713
BANC,"2/6/2021 5 a.m. PST",1582,1552,862,-721
BANC,"2/6/2021 6 a.m. PST",1655,1616,895,-751
BANC,"2/6/2021 7 a.m. PST",1752,1705,961,-783
BANC,"2/6/2021 8 a.m. PST",1803,1764,851,-944
BANC,"2/6/2021 9 a.m. PST",1808,1807,816,-982
BANC,"2/6/2021 10 a.m. PST",1756,1793,941,-812
