"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
BANC,"3/1/2021 12 a.m. PST",1555,1543,926,-621
BANC,"3/1/2021 1 a.m. PST",1497,1472,897,-594
BANC,"3/1/2021 2 a.m. PST",1460,1444,890,-561
BANC,"3/1/2021 3 a.m. PST",1451,1433,876,-566
BANC,"3/1/2021 4 a.m. PST",1468,1451,891,-578
BANC,"3/1/2021 5 a.m. PST",1540,1510,949,-591
BANC,"3/1/2021 6 a.m. PST",1670,1645,941,-727
BANC,"3/1/2021 7 a.m. PST",1847,1825,1025,-823
BANC,"3/1/2021 8 a.m. PST",1916,1885,897,-1019
BANC,"3/1/2021 9 a.m. PST",1891,1845,865,-1028
BANC,"3/1/2021 10 a.m. PST",1852,1805,945,-907
BANC,"3/1/2021 11 a.m. PST",1787,1759,983,-807
BANC,"3/1/2021 12 p.m. PST",1747,1732,1027,-719
BANC,"3/1/2021 1 p.m. PST",1718,1715,994,-721
BANC,"3/1/2021 2 p.m. PST",1689,1706,968,-723
BANC,"3/1/2021 3 p.m. PST",1698,1712,944,-755
BANC,"3/1/2021 4 p.m. PST",1702,1721,898,-805
BANC,"3/1/2021 5 p.m. PST",1783,1765,995,-788
BANC,"3/1/2021 6 p.m. PST",1876,1860,1290,-591
BANC,"3/1/2021 7 p.m. PST",1982,1997,1591,-396
BANC,"3/1/2021 8 p.m. PST",1955,1984,1159,-801
BANC,"3/1/2021 9 p.m. PST",1906,1926,962,-950
BANC,"3/1/2021 10 p.m. PST",1816,1820,950,-871
BANC,"3/1/2021 11 p.m. PST",1693,1689,949,-747
BANC,"3/2/2021 12 a.m. PST",1586,1576,930,-660
BANC,"3/2/2021 1 a.m. PST",1517,1487,857,-665
BANC,"3/2/2021 2 a.m. PST",1481,1448,702,-783
BANC,"3/2/2021 3 a.m. PST",1459,1438,695,-767
BANC,"3/2/2021 4 a.m. PST",1464,1448,695,-773
BANC,"3/2/2021 5 a.m. PST",1536,1512,799,-737
BANC,"3/2/2021 6 a.m. PST",1664,1642,884,-785
BANC,"3/2/2021 7 a.m. PST",1844,1821,1167,-678
BANC,"3/2/2021 8 a.m. PST",1897,1878,884,-1016
BANC,"3/2/2021 9 a.m. PST",1896,1837,960,-937
BANC,"3/2/2021 10 a.m. PST",1849,1792,884,-962
BANC,"3/2/2021 11 a.m. PST",1801,1748,926,-873
BANC,"3/2/2021 12 p.m. PST",1740,1725,931,-811
BANC,"3/2/2021 1 p.m. PST",1717,1717,925,-792
BANC,"3/2/2021 2 p.m. PST",1713,1713,937,-773
BANC,"3/2/2021 3 p.m. PST",1701,1718,915,-785
BANC,"3/2/2021 4 p.m. PST",1751,1728,1055,-694
BANC,"3/2/2021 5 p.m. PST",1795,1785,978,-821
BANC,"3/2/2021 6 p.m. PST",1868,1890,1257,-610
BANC,"3/2/2021 7 p.m. PST",1952,1981,1442,-521
BANC,"3/2/2021 8 p.m. PST",1944,1977,1162,-788
BANC,"3/2/2021 9 p.m. PST",1876,1918,1042,-843
BANC,"3/2/2021 10 p.m. PST",1791,1813,949,-845
BANC,"3/2/2021 11 p.m. PST",1667,1672,989,-687
BANC,"3/3/2021 12 a.m. PST",1571,1556,938,-640
BANC,"3/3/2021 1 a.m. PST",1517,1480,860,-664
BANC,"3/3/2021 2 a.m. PST",1477,1444,854,-625
BANC,"3/3/2021 3 a.m. PST",1461,1431,879,-586
BANC,"3/3/2021 4 a.m. PST",1465,1444,899,-569
BANC,"3/3/2021 5 a.m. PST",1531,1509,932,-605
BANC,"3/3/2021 6 a.m. PST",1664,1634,1017,-648
BANC,"3/3/2021 7 a.m. PST",1828,1818,1599,-230
BANC,"3/3/2021 8 a.m. PST",1929,1891,1206,-722
BANC,"3/3/2021 9 a.m. PST",1940,1851,1198,-743
BANC,"3/3/2021 10 a.m. PST",1907,1816,1397,-511
BANC,"3/3/2021 11 a.m. PST",1888,1773,1535,-351
BANC,"3/3/2021 12 p.m. PST",1838,1749,1290,-545
BANC,"3/3/2021 1 p.m. PST",1843,1732,1249,-592
BANC,"3/3/2021 2 p.m. PST",1831,1722,1090,-741
BANC,"3/3/2021 3 p.m. PST",1804,1720,1004,-800
BANC,"3/3/2021 4 p.m. PST",1777,1720,1170,-606
BANC,"3/3/2021 5 p.m. PST",1818,1749,1201,-619
BANC,"3/3/2021 6 p.m. PST",1883,1824,1598,-291
BANC,"3/3/2021 7 p.m. PST",1995,1959,1816,-181
BANC,"3/3/2021 8 p.m. PST",1977,1959,1667,-318
BANC,"3/3/2021 9 p.m. PST",1944,1910,1266,-685
BANC,"3/3/2021 10 p.m. PST",1848,1811,994,-860
BANC,"3/3/2021 11 p.m. PST",1723,1683,885,-845
BANC,"3/4/2021 12 a.m. PST",1619,1568,790,-835
BANC,"3/4/2021 1 a.m. PST",1542,1525,763,-785
BANC,"3/4/2021 2 a.m. PST",1510,1490,789,-723
BANC,"3/4/2021 3 a.m. PST",1487,1464,969,-522
BANC,"3/4/2021 4 a.m. PST",1486,1471,833,-654
BANC,"3/4/2021 5 a.m. PST",1548,1524,1000,-553
BANC,"3/4/2021 6 a.m. PST",1689,1645,1153,-539
BANC,"3/4/2021 7 a.m. PST",1869,1815,1634,-233
BANC,"3/4/2021 8 a.m. PST",1931,1879,1209,-726
BANC,"3/4/2021 9 a.m. PST",1885,1837,1008,-883
BANC,"3/4/2021 10 a.m. PST",1840,1802,1064,-783
BANC,"3/4/2021 11 a.m. PST",1775,1761,1058,-721
BANC,"3/4/2021 12 p.m. PST",1748,1737,1160,-589
BANC,"3/4/2021 1 p.m. PST",1690,1720,1101,-589
BANC,"3/4/2021 2 p.m. PST",1652,1710,1057,-600
BANC,"3/4/2021 3 p.m. PST",1662,1704,1036,-623
BANC,"3/4/2021 4 p.m. PST",1662,1714,961,-707
BANC,"3/4/2021 5 p.m. PST",1734,1754,1008,-728
BANC,"3/4/2021 6 p.m. PST",1818,1850,1664,-157
BANC,"3/4/2021 7 p.m. PST",1950,1983,1745,-214
BANC,"3/4/2021 8 p.m. PST",1931,1970,1679,-264
BANC,"3/4/2021 9 p.m. PST",1887,1921,1207,-689
BANC,"3/4/2021 10 p.m. PST",1796,1827,1138,-668
BANC,"3/4/2021 11 p.m. PST",1690,1704,1029,-668
BANC,"3/5/2021 12 a.m. PST",1577,1593,895,-690
BANC,"3/5/2021 1 a.m. PST",1515,1494,673,-848
BANC,"3/5/2021 2 a.m. PST",1476,1456,700,-781
BANC,"3/5/2021 3 a.m. PST",1459,1437,701,-767
BANC,"3/5/2021 4 a.m. PST",1472,1445,719,-757
BANC,"3/5/2021 5 a.m. PST",1541,1508,852,-691
BANC,"3/5/2021 6 a.m. PST",1659,1628,913,-751
BANC,"3/5/2021 7 a.m. PST",1814,1798,1251,-563
BANC,"3/5/2021 8 a.m. PST",1868,1859,848,-1027
BANC,"3/5/2021 9 a.m. PST",1844,1839,784,-1065
BANC,"3/5/2021 10 a.m. PST",1805,1802,869,-936
BANC,"3/5/2021 11 a.m. PST",1734,1756,921,-813
BANC,"3/5/2021 12 p.m. PST",1691,1731,938,-748
BANC,"3/5/2021 1 p.m. PST",1686,1718,916,-767
BANC,"3/5/2021 2 p.m. PST",1675,1707,909,-763
BANC,"3/5/2021 3 p.m. PST",1665,1700,919,-748
BANC,"3/5/2021 4 p.m. PST",1683,1700,891,-792
BANC,"3/5/2021 5 p.m. PST",1732,1731,1107,-630
BANC,"3/5/2021 6 p.m. PST",1790,1794,1520,-272
BANC,"3/5/2021 7 p.m. PST",1895,1899,1548,-348
BANC,"3/5/2021 8 p.m. PST",1874,1874,1280,-598
BANC,"3/5/2021 9 p.m. PST",1836,1832,1222,-620
BANC,"3/5/2021 10 p.m. PST",1771,1752,1078,-695
