"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"7/1/2019 12 a.m. EDT",12021,12070,8720,-3301
ISNE,"7/1/2019 1 a.m. EDT",11479,11350,8268,-3211
ISNE,"7/1/2019 2 a.m. EDT",11404,10730,8279,-3125
ISNE,"7/1/2019 3 a.m. EDT",11427,10330,8302,-3125
ISNE,"7/1/2019 4 a.m. EDT",11562,10190,8215,-3347
ISNE,"7/1/2019 5 a.m. EDT",11634,10370,8522,-3112
ISNE,"7/1/2019 6 a.m. EDT",11770,10990,8442,-3328
ISNE,"7/1/2019 7 a.m. EDT",12642,12210,9137,-3505
ISNE,"7/1/2019 8 a.m. EDT",13306,13270,10073,-3233
ISNE,"7/1/2019 9 a.m. EDT",13822,13770,10645,-3177
ISNE,"7/1/2019 10 a.m. EDT",14033,14010,11125,-2908
ISNE,"7/1/2019 11 a.m. EDT",14213,14350,11674,-2539
ISNE,"7/1/2019 12 p.m. EDT",14666,14890,12373,-2293
ISNE,"7/1/2019 1 p.m. EDT",15121,15490,13232,-1889
ISNE,"7/1/2019 2 p.m. EDT",15661,15730,13627,-2034
ISNE,"7/1/2019 3 p.m. EDT",16215,16020,13933,-2282
ISNE,"7/1/2019 4 p.m. EDT",16801,16600,14664,-2137
ISNE,"7/1/2019 5 p.m. EDT",17381,16930,15539,-1842
ISNE,"7/1/2019 6 p.m. EDT",18028,17630,15945,-2083
ISNE,"7/1/2019 7 p.m. EDT",18272,17800,15732,-2540
ISNE,"7/1/2019 8 p.m. EDT",17918,17580,15207,-2711
ISNE,"7/1/2019 9 p.m. EDT",17400,17070,14761,-2639
ISNE,"7/1/2019 10 p.m. EDT",16700,16230,13960,-2740
ISNE,"7/1/2019 11 p.m. EDT",15190,14790,12156,-3034
ISNE,"7/2/2019 12 a.m. EDT",13623,13300,10816,-2807
ISNE,"7/2/2019 1 a.m. EDT",12601,12490,9405,-3196
ISNE,"7/2/2019 2 a.m. EDT",12114,11800,8981,-3133
ISNE,"7/2/2019 3 a.m. EDT",11832,11350,8753,-3079
ISNE,"7/2/2019 4 a.m. EDT",11780,11140,8787,-2993
ISNE,"7/2/2019 5 a.m. EDT",11949,11170,8846,-3103
ISNE,"7/2/2019 6 a.m. EDT",12288,11760,9083,-3205
ISNE,"7/2/2019 7 a.m. EDT",13085,12960,10142,-2943
ISNE,"7/2/2019 8 a.m. EDT",13943,14120,11276,-2667
ISNE,"7/2/2019 9 a.m. EDT",14908,14700,12269,-2639
ISNE,"7/2/2019 10 a.m. EDT",15196,15140,12920,-2276
ISNE,"7/2/2019 11 a.m. EDT",15658,15670,13813,-1845
ISNE,"7/2/2019 12 p.m. EDT",16104,16110,14446,-1658
ISNE,"7/2/2019 1 p.m. EDT",16366,16370,14737,-1629
ISNE,"7/2/2019 2 p.m. EDT",16664,16650,14756,-1908
ISNE,"7/2/2019 3 p.m. EDT",16646,16660,14852,-1794
ISNE,"7/2/2019 4 p.m. EDT",17086,17540,15213,-1873
ISNE,"7/2/2019 5 p.m. EDT",17916,18120,16337,-1579
ISNE,"7/2/2019 6 p.m. EDT",18699,18960,16819,-1880
ISNE,"7/2/2019 7 p.m. EDT",18890,19120,16707,-2183
ISNE,"7/2/2019 8 p.m. EDT",18422,18670,16335,-2087
ISNE,"7/2/2019 9 p.m. EDT",18020,18230,15669,-2351
ISNE,"7/2/2019 10 p.m. EDT",17371,17470,15239,-2132
ISNE,"7/2/2019 11 p.m. EDT",15874,15880,13501,-2373
ISNE,"7/3/2019 12 a.m. EDT",14311,14270,11704,-2607
ISNE,"7/3/2019 1 a.m. EDT",13114,13060,10397,-2717
ISNE,"7/3/2019 2 a.m. EDT",12769,12270,10146,-2623
ISNE,"7/3/2019 3 a.m. EDT",12531,11740,9786,-2745
ISNE,"7/3/2019 4 a.m. EDT",12504,11460,9842,-2662
ISNE,"7/3/2019 5 a.m. EDT",12551,11500,9974,-2577
ISNE,"7/3/2019 6 a.m. EDT",13029,12140,10524,-2505
ISNE,"7/3/2019 7 a.m. EDT",14025,13510,11163,-2862
ISNE,"7/3/2019 8 a.m. EDT",15106,14880,12250,-2856
ISNE,"7/3/2019 9 a.m. EDT",15525,15560,13055,-2470
ISNE,"7/3/2019 10 a.m. EDT",16052,16160,13917,-2135
ISNE,"7/3/2019 11 a.m. EDT",16758,16790,14727,-2031
ISNE,"7/3/2019 12 p.m. EDT",17392,17460,15286,-2106
ISNE,"7/3/2019 1 p.m. EDT",17973,18100,15755,-2218
ISNE,"7/3/2019 2 p.m. EDT",18612,18550,16398,-2214
ISNE,"7/3/2019 3 p.m. EDT",19046,19210,16823,-2223
