"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"8/1/2017 12 a.m. EDT",14509,14430,11979,-2530
ISNE,"8/1/2017 1 a.m. EDT",13754,12650,11183,-2571
ISNE,"8/1/2017 2 a.m. EDT",13302,12000,10849,-2453
ISNE,"8/1/2017 3 a.m. EDT",12947,11600,10465,-2482
ISNE,"8/1/2017 4 a.m. EDT",12878,11390,10347,-2531
ISNE,"8/1/2017 5 a.m. EDT",12735,11580,10309,-2426
ISNE,"8/1/2017 6 a.m. EDT",13362,12250,10913,-2449
ISNE,"8/1/2017 7 a.m. EDT",14394,13600,11690,-2704
ISNE,"8/1/2017 8 a.m. EDT",15814,14900,12906,-2908
ISNE,"8/1/2017 9 a.m. EDT",16169,15730,13971,-2198
ISNE,"8/1/2017 10 a.m. EDT",16900,16510,14965,-1935
ISNE,"8/1/2017 11 a.m. EDT",17616,17390,15797,-1819
ISNE,"8/1/2017 12 p.m. EDT",18321,18240,16105,-2216
ISNE,"8/1/2017 1 p.m. EDT",19036,18860,16537,-2499
ISNE,"8/1/2017 2 p.m. EDT",19737,19690,17109,-2628
ISNE,"8/1/2017 3 p.m. EDT",20277,20200,17495,-2782
ISNE,"8/1/2017 4 p.m. EDT",20714,20590,18195,-2519
ISNE,"8/1/2017 5 p.m. EDT",21179,21040,18646,-2533
ISNE,"8/1/2017 6 p.m. EDT",21450,20910,19050,-2400
ISNE,"8/1/2017 7 p.m. EDT",21176,20460,18340,-2836
ISNE,"8/1/2017 8 p.m. EDT",20568,19640,17556,-3012
ISNE,"8/1/2017 9 p.m. EDT",20137,19550,17120,-3017
ISNE,"8/1/2017 10 p.m. EDT",19064,18360,16343,-2721
ISNE,"8/1/2017 11 p.m. EDT",17248,16640,14177,-3071
ISNE,"8/2/2017 12 a.m. EDT",15790,15040,13104,-2686
ISNE,"8/2/2017 1 a.m. EDT",15035,13770,12779,-2256
ISNE,"8/2/2017 2 a.m. EDT",14406,13000,12909,-1497
ISNE,"8/2/2017 3 a.m. EDT",14076,12510,12607,-1469
ISNE,"8/2/2017 4 a.m. EDT",13746,12260,12242,-1504
ISNE,"8/2/2017 5 a.m. EDT",13785,12320,12299,-1486
ISNE,"8/2/2017 6 a.m. EDT",14366,13060,13054,-1312
ISNE,"8/2/2017 7 a.m. EDT",15091,14270,13488,-1603
ISNE,"8/2/2017 8 a.m. EDT",16256,15540,14456,-1800
ISNE,"8/2/2017 9 a.m. EDT",16713,16560,15349,-1364
ISNE,"8/2/2017 10 a.m. EDT",17477,17270,16363,-1114
ISNE,"8/2/2017 11 a.m. EDT",18493,18090,17301,-1192
ISNE,"8/2/2017 12 p.m. EDT",19232,18670,17717,-1515
ISNE,"8/2/2017 1 p.m. EDT",19839,19470,18261,-1578
ISNE,"8/2/2017 2 p.m. EDT",20649,20000,19020,-1629
ISNE,"8/2/2017 3 p.m. EDT",20858,20430,18912,-1946
ISNE,"8/2/2017 4 p.m. EDT",20532,20600,18347,-2185
ISNE,"8/2/2017 5 p.m. EDT",20290,20480,18238,-2052
ISNE,"8/2/2017 6 p.m. EDT",19786,20400,17575,-2211
ISNE,"8/2/2017 7 p.m. EDT",19073,20130,16571,-2502
ISNE,"8/2/2017 8 p.m. EDT",18403,19590,15824,-2579
ISNE,"8/2/2017 9 p.m. EDT",18047,19390,15683,-2364
ISNE,"8/2/2017 10 p.m. EDT",17138,18360,14802,-2336
ISNE,"8/2/2017 11 p.m. EDT",15745,16690,13479,-2266
ISNE,"8/3/2017 12 a.m. EDT",14728,15160,12307,-2421
ISNE,"8/3/2017 1 a.m. EDT",13900,13100,11368,-2532
ISNE,"8/3/2017 2 a.m. EDT",13487,12460,10915,-2572
ISNE,"8/3/2017 3 a.m. EDT",13364,12040,10874,-2490
ISNE,"8/3/2017 4 a.m. EDT",13144,11860,10747,-2397
ISNE,"8/3/2017 5 a.m. EDT",13266,11980,10753,-2513
ISNE,"8/3/2017 6 a.m. EDT",13466,12640,11206,-2260
ISNE,"8/3/2017 7 a.m. EDT",14127,13790,11704,-2423
ISNE,"8/3/2017 8 a.m. EDT",15186,15000,12599,-2587
ISNE,"8/3/2017 9 a.m. EDT",16031,15910,13646,-2385
ISNE,"8/3/2017 10 a.m. EDT",16640,16670,14529,-2111
ISNE,"8/3/2017 11 a.m. EDT",17232,17440,15329,-1903
ISNE,"8/3/2017 12 p.m. EDT",17898,18070,15897,-2001
ISNE,"8/3/2017 1 p.m. EDT",18553,18700,16343,-2210
ISNE,"8/3/2017 2 p.m. EDT",19308,19510,16827,-2481
ISNE,"8/3/2017 3 p.m. EDT",19944,20040,17411,-2533
ISNE,"8/3/2017 4 p.m. EDT",20431,20370,17866,-2565
ISNE,"8/3/2017 5 p.m. EDT",20819,20570,17782,-3037
ISNE,"8/3/2017 6 p.m. EDT",20979,20440,17776,-3203
ISNE,"8/3/2017 7 p.m. EDT",20646,20030,17289,-3357
ISNE,"8/3/2017 8 p.m. EDT",19903,19340,16353,-3550
ISNE,"8/3/2017 9 p.m. EDT",19494,19020,16174,-3320
ISNE,"8/3/2017 10 p.m. EDT",18455,18100,15512,-2943
ISNE,"8/3/2017 11 p.m. EDT",16785,16430,14063,-2722
ISNE,"8/4/2017 12 a.m. EDT",15141,14790,12296,-2845
ISNE,"8/4/2017 1 a.m. EDT",14136,13800,11242,-2894
ISNE,"8/4/2017 2 a.m. EDT",13600,13070,10915,-2685
ISNE,"8/4/2017 3 a.m. EDT",13424,12650,11032,-2392
ISNE,"8/4/2017 4 a.m. EDT",13441,12370,10939,-2502
ISNE,"8/4/2017 5 a.m. EDT",13526,12510,10767,-2759
ISNE,"8/4/2017 6 a.m. EDT",13839,13180,11032,-2807
