"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"4/1/2018 12 a.m. EDT",10991,11000,8942,-2049
ISNE,"4/1/2018 1 a.m. EDT",10401,10250,8834,-1567
ISNE,"4/1/2018 2 a.m. EDT",10345,9810,8605,-1740
ISNE,"4/1/2018 3 a.m. EDT",10342,9570,8426,-1916
ISNE,"4/1/2018 4 a.m. EDT",10280,9460,8444,-1836
ISNE,"4/1/2018 5 a.m. EDT",10332,9520,8419,-1913
ISNE,"4/1/2018 6 a.m. EDT",10304,9770,8526,-1778
ISNE,"4/1/2018 7 a.m. EDT",10488,10260,8724,-1764
ISNE,"4/1/2018 8 a.m. EDT",11146,10970,9278,-1868
ISNE,"4/1/2018 9 a.m. EDT",11688,11680,9720,-1968
ISNE,"4/1/2018 10 a.m. EDT",11897,12000,10215,-1682
ISNE,"4/1/2018 11 a.m. EDT",11756,11960,10090,-1666
ISNE,"4/1/2018 12 p.m. EDT",11546,11620,9745,-1801
ISNE,"4/1/2018 1 p.m. EDT",11317,11130,9439,-1878
ISNE,"4/1/2018 2 p.m. EDT",10918,10490,9085,-1833
ISNE,"4/1/2018 3 p.m. EDT",10571,10140,8501,-2070
ISNE,"4/1/2018 4 p.m. EDT",10539,10170,8434,-2105
ISNE,"4/1/2018 5 p.m. EDT",10781,10620,8733,-2048
ISNE,"4/1/2018 6 p.m. EDT",10983,11020,9104,-1879
ISNE,"4/1/2018 7 p.m. EDT",11724,11870,9798,-1926
ISNE,"4/1/2018 8 p.m. EDT",12798,12860,11136,-1662
ISNE,"4/1/2018 9 p.m. EDT",13074,13500,11476,-1598
ISNE,"4/1/2018 10 p.m. EDT",12519,12750,10679,-1840
ISNE,"4/1/2018 11 p.m. EDT",11630,11830,9771,-1859
ISNE,"4/2/2018 12 a.m. EDT",10757,10850,8878,-1879
ISNE,"4/2/2018 1 a.m. EDT",10514,10210,8618,-1896
ISNE,"4/2/2018 2 a.m. EDT",10520,9970,8530,-1990
ISNE,"4/2/2018 3 a.m. EDT",10418,9890,8543,-1875
