"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"9/1/2020 12 a.m. EDT",11516,11320,9540,-1976
ISNE,"9/1/2020 1 a.m. EDT",10788,10740,9370,-1418
ISNE,"9/1/2020 2 a.m. EDT",10292,10270,9083,-1209
ISNE,"9/1/2020 3 a.m. EDT",9998,9980,8687,-1311
ISNE,"9/1/2020 4 a.m. EDT",9873,9870,8661,-1212
ISNE,"9/1/2020 5 a.m. EDT",10019,10010,8693,-1326
ISNE,"9/1/2020 6 a.m. EDT",10664,10680,9228,-1436
ISNE,"9/1/2020 7 a.m. EDT",11614,11650,9697,-1917
ISNE,"9/1/2020 8 a.m. EDT",12453,12490,10632,-1821
ISNE,"9/1/2020 9 a.m. EDT",12927,12940,11156,-1771
ISNE,"9/1/2020 10 a.m. EDT",13135,13150,11123,-2012
ISNE,"9/1/2020 11 a.m. EDT",13208,13240,11273,-1935
ISNE,"9/1/2020 12 p.m. EDT",13421,13400,11255,-2166
ISNE,"9/1/2020 1 p.m. EDT",13695,13580,11530,-2165
ISNE,"9/1/2020 2 p.m. EDT",13994,13870,11840,-2154
ISNE,"9/1/2020 3 p.m. EDT",14305,14040,11996,-2309
ISNE,"9/1/2020 4 p.m. EDT",14691,14320,12297,-2394
ISNE,"9/1/2020 5 p.m. EDT",15223,14750,12681,-2542
ISNE,"9/1/2020 6 p.m. EDT",15730,15140,13134,-2596
ISNE,"9/1/2020 7 p.m. EDT",15769,15250,13063,-2706
ISNE,"9/1/2020 8 p.m. EDT",15565,15400,12663,-2902
ISNE,"9/1/2020 9 p.m. EDT",15137,14870,12269,-2868
ISNE,"9/1/2020 10 p.m. EDT",14161,13920,11328,-2833
ISNE,"9/1/2020 11 p.m. EDT",12978,12680,10478,-2500
ISNE,"9/2/2020 12 a.m. EDT",12151,11520,9731,-2420
ISNE,"9/2/2020 1 a.m. EDT",11670,11140,9063,-2607
ISNE,"9/2/2020 2 a.m. EDT",11445,10640,9153,-2292
ISNE,"9/2/2020 3 a.m. EDT",11159,10360,9244,-1915
ISNE,"9/2/2020 4 a.m. EDT",11010,10230,9525,-1485
ISNE,"9/2/2020 5 a.m. EDT",11192,10420,9369,-1823
ISNE,"9/2/2020 6 a.m. EDT",11604,11100,9793,-1811
ISNE,"9/2/2020 7 a.m. EDT",12681,12250,10473,-2208
ISNE,"9/2/2020 8 a.m. EDT",13546,13290,11178,-2368
ISNE,"9/2/2020 9 a.m. EDT",14143,14100,11643,-2500
ISNE,"9/2/2020 10 a.m. EDT",14560,14570,11606,-2954
ISNE,"9/2/2020 11 a.m. EDT",14882,14860,12009,-2873
ISNE,"9/2/2020 12 p.m. EDT",15114,15150,12047,-3067
ISNE,"9/2/2020 1 p.m. EDT",15295,15230,12198,-3097
ISNE,"9/2/2020 2 p.m. EDT",15383,15430,12264,-3119
ISNE,"9/2/2020 3 p.m. EDT",15266,15520,12160,-3106
ISNE,"9/2/2020 4 p.m. EDT",15203,15550,12070,-3133
ISNE,"9/2/2020 5 p.m. EDT",15347,15830,12454,-2893
ISNE,"9/2/2020 6 p.m. EDT",15728,15960,12818,-2910
ISNE,"9/2/2020 7 p.m. EDT",15809,16100,13154,-2655
ISNE,"9/2/2020 8 p.m. EDT",15818,16200,13335,-2483
ISNE,"9/2/2020 9 p.m. EDT",15472,15840,13042,-2430
